"Respondent","ParentAffiliate","hq","hq_iso","hq_reg","hq_inc","hq_dev","AFF_AFG","AFF_ALB","AFF_DZA","AFF_ASM","AFF_AGO","AFF_ARG","AFF_ARM","AFF_AZE","AFF_BGD","AFF_BLR","AFF_BLZ","AFF_BEN","AFF_BMU","AFF_BTN","AFF_BOL","AFF_BIH","AFF_BWA","AFF_BRA","AFF_BGR","AFF_BFA","AFF_BDI","AFF_CPV","AFF_KHM","AFF_CMR","AFF_CAF","AFF_TCD","AFF_CHN","AFF_COL","AFF_COM","AFF_ZAR","AFF_COG","AFF_CRI","AFF_CIV","AFF_CUB","AFF_DJI","AFF_DMA","AFF_DOM","AFF_ECU","AFF_EGY","AFF_SLV","AFF_GNQ","AFF_ERI","AFF_ETH","AFF_FJI","AFF_GAB","AFF_GMB","AFF_GEO","AFF_GHA","AFF_GRD","AFF_GTM","AFF_GIN","AFF_GNB","AFF_GUY","AFF_HTI","AFF_HND","AFF_IND","AFF_IDN","AFF_IRN","AFF_IRQ","AFF_JAM","AFF_JOR","AFF_KAZ","AFF_KEN","AFF_KIR","AFF_PRK","AFF_KSV","AFF_KGZ","AFF_LAO","AFF_LBN","AFF_LSO","AFF_LBR","AFF_LBY","AFF_MKD","AFF_MDG","AFF_MWI","AFF_MYS","AFF_MDV","AFF_MLI","AFF_MHL","AFF_MRT","AFF_MUS","AFF_MEX","AFF_FSM","AFF_MDA","AFF_MNG","AFF_MNE","AFF_MAR","AFF_MOZ","AFF_MMR","AFF_NAM","AFF_NPL","AFF_NIC","AFF_NER","AFF_NGA","AFF_PAK","AFF_PLW","AFF_PAN","AFF_PNG","AFF_PRY","AFF_PER","AFF_PHL","AFF_ROM","AFF_RUS","AFF_RWA","AFF_WSM","AFF_STP","AFF_SEN","AFF_SRB","AFF_SLE","AFF_SLB","AFF_SOM","AFF_ZAF","AFF_SSD","AFF_LKA","AFF_LCA","AFF_VCT","AFF_SDN","AFF_SUR","AFF_SWZ","AFF_SYR","AFF_TJK","AFF_TZA","AFF_THA","AFF_TMP","AFF_TGO","AFF_TON","AFF_TUN","AFF_TUR","AFF_TKM","AFF_TUV","AFF_UGA","AFF_UKR","AFF_UZB","AFF_VUT","AFF_VEN","AFF_VNM","AFF_WBG","AFF_YEM","AFF_ZMB","AFF_ZWE","AFF_LAC","AFF_ECA","AFF_EAP","AFF_MENA","AFF_SA","AFF_SSA","AFF_SUM","AFF_LOW","AFF_LM","AFF_UM","Q5","Q5_Other","Q5rgps","Q6_1","Q7","emp","Q8","Q8_Other","Q9_1","Q9_2","Q9_3","Q9_4","Q9_5","Q9_6","Q9_7","Q9_8","Q9_9","Q9_10","Q10_1","Q10_2","Q10_3","Q10_4","Q10_5","Q10_6","Q10_7","Q10_8","Q11_1","Q11_2","Q11_3","Q11_4","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q12_6","Q13_1","Q13_2","Q13_3","Q13_4","Q13_5","Q13_6","Q13_7","Q13_8","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q15_1","Q15_2","Q15_3","Q15_4","Q15_5","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q17A_01","Q17A_02","Q17A_03","Q17A_04","Q17A_05","Q17A_06","Q17B_01","Q17B_02","Q17B_03","Q17B_04","Q17B_05","Q17B_06","Q17C_01","Q17C_02","Q17C_03","Q17C_04","Q17C_05","Q17C_06","Q17D_01","Q17D_02","Q17D_03","Q17D_04","Q17D_05","Q17D_06","Q17E_01","Q17E_02","Q17E_03","Q17E_04","Q17E_05","Q17E_06","Q17F_01","Q17F_02","Q17F_03","Q17F_04","Q17F_05","Q17F_06","Q18_1","Q18_2","Q18_3","Q19","Q20_01","Q20_02","Q20_03","Q20_04","Q20_05","Q20_06","Q20_07","Q20_08","Q20_09","Q20_10","Q20_11","Q20_sum","Q21","sel_iso","sel_reg","sel_inc","Q22","Q22A","Q22A_Other","Q23","Q23_Other","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25","Q26_1","Q27","reinvest","Q28_1_unit","Q28_1_num","Q28_1_time","Q28_2_unit","Q28_2_num","Q28_2_time","Q28_3_unit","Q28_3_num","Q28_3_time","Q28_4_unit","Q28_4_num","Q28_4_time","Q28_5_unit","Q28_5_num","Q28_5_time","Q29","Q30_1","Q30_2","Q30_3","Q30_4","Q30_5","Q31_1","Q31_2","Q31_3","Q31_4","Q31_5","Q31_6","Q31_7","Q31_8","Q32_1","Q32_1_DK","Q32_2","Q32_2_DK","Q32_3","Q32_3_DK","Q33","Q34","Q35","Q36","Q37","COUNTRYSELECT","LANGUAGE","InterviewDate"
6266,1,3,"AUT","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,6,"",2,500,,3,3,"",4,3,2,2,3,3,1,3,2,3,4,2,2,1,2,3,3,2,4,2,3,4,1,2,2,3,2,2,2,2,1,3,2,2,2,2,,,,,,4,4,4,4,4,1,2,1,2,2,-9,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,2,2,-9,2,,,,,,,,,,,,0,25,"CHN","East Asia & Pacific","Upper middle income",1,,"",1,"",1,2,2,2,2,,-9,-9,-9,4,9,9,-9,,,-9,,,-7,,,-9,,,2,,,,,,2,2,2,2,2,2,2,2,,,,,,,,,,,,40,565,2/27/2017
8724,1,1,"ARG","Latin America & Caribbean","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,"",2,100,,2,2,"",4,3,2,2,2,1,3,3,3,3,3,3,4,4,3,3,4,4,3,3,4,3,2,2,3,3,3,3,4,4,4,4,3,4,4,3,3,2,2,3,3,4,4,4,4,4,1,2,1,2,2,1,1,0,0,0,0,0,,,,,,,0,0,0,0,1,0,,,,,,,,,,,,,0,0,0,0,1,0,2,2,2,2,,,,,,,,,,,,0,78,"BRA","Latin America & Caribbean","Upper middle income",1,,"",1,"",1,1,2,2,2,1,0,,0,4,12,12,4,6,6,4,1,1,-7,,,-9,,,2,,,,,,2,2,2,1,2,2,2,2,0,,100,,0,,,,,,,32,1096,2/17/2017
35938,1,38,"BIH","Europe & Central Asia","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,"",2,350,,3,3,"",4,4,3,3,3,3,2,4,3,4,3,3,2,3,4,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,3,1,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,2,2,1,2,,,,,,,,,,,,0,73,"SRB","Europe & Central Asia","Upper middle income",2,23,"",3,"",1,2,2,2,2,,100,,100,4,1,1,4,1,1,-9,,,-9,,,4,1,1,2,,,,,,2,2,2,2,2,2,2,2,1,,99,,0,,2,2,,,2,70,1,4/5/2017
8695,1,1,"ARG","Latin America & Caribbean","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,"",2,350,,3,2,"",4,3,3,3,2,2,2,3,3,3,4,2,3,4,4,2,2,2,4,3,4,4,2,3,3,-9,3,3,4,3,3,4,3,3,3,3,2,3,2,2,3,4,4,4,4,4,1,1,1,2,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,1,1,0,1,0,0,2,2,2,1,1,0,1,0,0,0,0,0,0,1,0,3,78,"BRA","Latin America & Caribbean","Upper middle income",1,,"",1,"",1,1,2,2,2,1,80,,4,4,6,6,4,1,1,3,3,0.75,4,4,4,3,1,0.25,1,2,2,2,1,1,1,2,2,1,2,1,1,2,30,,50,,20,,2,2,,,2,32,1096,4/3/2017
35289,1,35,"BLR","Europe & Central Asia","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15,"",2,65,,1,2,"",3,4,2,3,3,4,3,4,3,3,3,3,2,1,4,3,3,3,4,3,3,4,3,1,2,3,3,3,2,1,3,4,3,3,2,2,,,,,,4,3,4,4,3,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,2,,,,,,,,,,,,0,72,"RUS","Europe & Central Asia","Upper middle income",1,,"",3,"",1,1,2,2,2,1,10,,1,2,2,0.0666666701436043,-7,,,-7,,,-7,,,2,2,0.0666666701436043,2,,,,,,2,2,2,1,2,2,2,2,,,,,,,,,,,,112,13,3/28/2017
35492,1,42,"COL","Latin America & Caribbean","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,32,"",3,200,,2,7,"",4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,2,3,3,3,4,1,2,3,3,2,2,3,2,2,3,2,3,2,3,4,3,2,3,1,2,3,3,3,3,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,,,,,,,0,1,1,1,0,0,1,1,1,1,0,0,2,2,2,1,0,1,1,1,0,1,0,0,0,1,0,5,78,"BRA","Latin America & Caribbean","Upper middle income",1,,"",1,"",1,2,1,2,2,1,0,,0,4,6,6,4,6,6,-7,,,-7,,,-7,,,1,1,2,2,1,2,2,2,2,2,2,1,2,2,100,,0,,0,,2,2,,,2,170,1096,3/29/2017
35854,1,74,"SRB","Europe & Central Asia","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,33,"",3,110,,2,2,"",4,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,4,4,2,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,4,4,4,3,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,2,2,2,2,,,,,,,,,,,,0,73,"SRB","Europe & Central Asia","Upper middle income",2,6,"",2,"",1,1,1,1,2,2,25,,1,4,6,6,4,8,8,4,8,8,4,2,2,3,2,0.5,1,1,1,1,1,1,2,2,2,2,2,1,2,2,10,,0,,90,,1,1,1,1,2,1002,1,3/24/2017
6813,1,15,"KOR","East Asia & Pacific","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,8,"",2,-9,2,2,8,"",2,2,3,1,3,2,1,2,2,2,2,2,3,2,3,2,2,2,4,2,2,3,1,1,3,2,2,2,2,1,3,3,4,3,4,2,2,3,2,2,2,4,4,3,3,3,1,1,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2,2,2,2,,,,,,,,,,,,0,89,"IND","South Asia","Lower middle income",1,,"",1,"",1,1,1,2,1,1,1,,1,4,6,6,4,1,1,-9,,,-9,,,4,1,1,-9,,,,,,2,2,2,2,1,2,2,2,80,,10,,10,,2,2,,,2,410,717,4/20/2017
37503,1,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,"",2,60,,1,8,"",4,4,3,3,3,2,2,4,3,4,3,2,1,4,4,4,3,2,4,4,3,3,2,2,3,4,4,2,,,,,,,,,3,3,2,2,2,4,4,4,4,4,2,1,1,2,2,1,,,,,,,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,1,0,0,-9,2,2,2,,,,,,,,,,,,0,47,"BGR","Europe & Central Asia","Upper middle income",1,,"",3,"",1,1,2,2,2,1,-9,3,3,-9,,,-7,,,-9,,,-9,,,2,,,2,,,,,,,,,,,,,,100,,0,,0,,2,2,,,2,276,2,5/29/2017
35985,1,38,"BIH","Europe & Central Asia","Upper middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,9,"",2,800,,3,3,"",3,3,1,3,3,1,1,3,1,3,3,1,1,1,4,3,3,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,1,1,1,2,1,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,71,"MNE","Europe & Central Asia","Upper middle income",1,,"",3,"",1,2,2,2,2,,-9,1,1,4,6,6,4,6,6,-7,,,-7,,,-7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,70,1,4/20/2017
4573,1,24,"ESP","Europe & Central Asia","High income",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2,6,0,0,1,14,0,3,11,9,"",2,1400,,4,3,"",3,3,4,2,2,1,1,3,2,3,2,1,2,2,2,3,1,3,3,2,2,4,,,,,,,2,1,3,3,2,1,1,2,3,2,1,2,2,2,3,3,1,2,1,1,1,2,2,-9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,0,76,"ARG","Latin America & Caribbean","Upper middle income",1,,"",3,"",1,2,2,2,2,,100,,100,4,6,6,-7,,,4,2,2,-7,,,2,2,0.0666666701436043,2,,,,,,2,2,2,2,2,2,2,2,5,,95,,0,,2,2,,,2,724,4,5/11/2017
6315,1,10,"IND","South Asia","Lower middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,"",2,750,,3,3,"",3,3,3,3,3,1,2,3,3,4,4,3,3,3,3,4,3,3,3,2,1,3,3,3,3,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3,1,1,-9,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,1,2,,,,,,,,,,,,0,18,"KAZ","Europe & Central Asia","Upper middle income",1,,"",3,"",1,1,2,2,2,1,-9,3,3,4,24,24,4,12,12,-9,,,4,12,12,4,6,6,2,,,,,,2,2,2,2,2,2,2,2,,1,,1,,1,,,,,,356,1266,2/21/2017
6359,1,10,"IND","South Asia","Lower middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,19,"",2,700,,3,7,"",3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,3,4,4,4,4,4,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0,93,"LKA","South Asia","Lower middle income",1,,"",10,"",1,1,1,1,2,1,90,,4,2,60,2,2,30,1,2,180,6,2,60,2,2,30,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,100,,0,,0,,1,1,2,2,2,356,1266,2/15/2017
2903,1,9,"DEU","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,2,2,9,"",2,400,,3,3,"",3,2,3,4,2,3,1,3,3,2,2,1,2,2,3,3,2,3,4,3,1,2,,,,,,,3,1,1,3,1,1,1,3,3,3,2,2,3,4,4,4,3,3,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,89,"IND","South Asia","Lower middle income",1,,"",3,"",1,1,1,2,1,1,-9,5,5,4,1,1,-7,,,3,1,0.25,4,1,1,-7,,,2,,,,,,2,2,2,1,2,2,2,2,40,,30,,30,,2,2,,,2,276,2,2/17/2017
35352,1,49,"GTM","Latin America & Caribbean","Lower middle income",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,"",1,600,,3,3,"",2,2,1,2,2,2,1,2,1,2,2,2,1,1,4,4,2,2,2,2,2,4,3,1,1,1,3,3,,,,,,,,,,,,,,4,2,4,1,4,1,1,2,2,2,2,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,0,14,"NIC","Latin America & Caribbean","Lower middle income",1,,"",3,"",1,2,2,2,2,,100,,100,-9,,,-7,,,-9,,,-7,,,3,6,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,320,1096,5/12/2017
4956,1,24,"ESP","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,16,"",2,250,,2,3,"",3,3,1,4,3,1,1,2,1,2,2,1,1,3,3,3,2,2,1,1,2,3,,,,,,,,,,,,,,,3,3,1,2,2,4,3,3,3,3,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2,2,2,2,,,,,,,,,,,,0,13,"MEX","Latin America & Caribbean","Upper middle income",1,,"",1,"",1,1,2,2,2,1,100,,100,3,15,3.75,4,7,7,-7,,,3,1,0.25,1,48,0.272727280855179,2,,,,,,,,,,,,,,60,,20,,20,,1,1,2,2,2,724,4,4/19/2017
4536,1,29,"GBR","Europe & Central Asia","High income",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,"",2,540,,3,3,"",3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,3,3,2,1,1,2,2,2,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,2,2,-9,2,,,,,,,,,,,,0,25,"CHN","East Asia & Pacific","Upper middle income",1,,"",1,"",1,1,2,2,2,1,100,,100,4,24,24,4,1,1,4,24,24,-7,,,-7,,,1,1,1,1,2,2,2,2,1,2,2,2,2,2,60,,40,,0,,1,1,2,2,2,826,499,2/21/2017
